filename,filesize,modified,errors,md5,namespace,id,format,version,mime,class,basis,warning,ImageWidth,ImageHeight,TOEGANG_NUMMER,INVNUMMER,FILE_PATH
"8 - Langbroek, 1908-1949/8_727/8_727_0002.jpg",599761,2026-03-02T13:03:21Z,,6b1798d3341c7c866a761ed3ef1f8a2a,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [599759 2]],,2128,2704,8,727,"8 - Langbroek, 1908-1949/8_727/8_727_0002.jpg"
"8 - Langbroek, 1908-1949/8_728/8_728_0001.jpg",531086,2026-03-02T13:03:21Z,,5cc0000cbc7f62adc927c2cf3901409d,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [531084 2]],,2618,2074,8,728,"8 - Langbroek, 1908-1949/8_728/8_728_0001.jpg"
"8 - Langbroek, 1908-1949/8_728/8_728_0002.jpg",618044,2026-03-02T13:03:21Z,,52f5e1af965061e4832353263bab43a1,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [618042 2]],,2134,3110,8,728,"8 - Langbroek, 1908-1949/8_728/8_728_0002.jpg"
"8 - Langbroek, 1908-1949/8_728/8_728_0003.jpg",3434623,2026-03-02T13:03:21Z,,9442920c0eb736f35aafb123d95718dc,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [3434621 2]],,5802,5010,8,728,"8 - Langbroek, 1908-1949/8_728/8_728_0003.jpg"
"8 - Langbroek, 1908-1949/8_729/8_729_0001.jpg",542696,2026-03-02T13:03:21Z,,ae8b29fb4af3a847b0643f96ed415c7d,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [542694 2]],,2614,2098,8,729,"8 - Langbroek, 1908-1949/8_729/8_729_0001.jpg"
"8 - Langbroek, 1908-1949/8_729/8_729_0002.jpg",780266,2026-03-02T13:03:21Z,,7a7e2ae318b39a022eb8aa0a602bc4df,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [780264 2]],,2670,3210,8,729,"8 - Langbroek, 1908-1949/8_729/8_729_0002.jpg"
"8 - Langbroek, 1908-1949/8_729/8_729_0003.jpg",3429141,2026-03-02T13:03:21Z,,d144ebd9a1589c01dc00c0d22ce82e68,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [3429139 2]],,6253,3949,8,729,"8 - Langbroek, 1908-1949/8_729/8_729_0003.jpg"
"8 - Langbroek, 1908-1949/8_730/8_730_0001.jpg",949462,2026-03-02T13:03:21Z,,86016dc31f6b068860321280ab2bdc76,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [949460 2]],,2566,3617,8,730,"8 - Langbroek, 1908-1949/8_730/8_730_0001.jpg"
"8 - Langbroek, 1908-1949/8_730/8_730_0002.jpg",895868,2026-03-02T13:03:21Z,,6c34012e643c721c53ceb64dd50213ee,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [895866 2]],,2640,3230,8,730,"8 - Langbroek, 1908-1949/8_730/8_730_0002.jpg"
"8 - Langbroek, 1908-1949/8_730/8_730_0003.jpg",3298894,2026-03-02T13:03:21Z,,0c390d7e6b1506f7a9573ffd17b46940,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [3298892 2]],,6140,4600,8,730,"8 - Langbroek, 1908-1949/8_730/8_730_0003.jpg"
"8 - Langbroek, 1908-1949/8_731/8_731_0001.jpg",874551,2026-03-02T13:03:21Z,,571e247d00018e35fff64050b99c4cbb,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [874549 2]],,2575,3614,8,731,"8 - Langbroek, 1908-1949/8_731/8_731_0001.jpg"
"8 - Langbroek, 1908-1949/8_731/8_731_0002.jpg",857640,2026-03-02T13:03:21Z,,384499c0bb7d7bfb63d6d5f187c0b58e,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [857638 2]],,2647,3118,8,731,"8 - Langbroek, 1908-1949/8_731/8_731_0002.jpg"
"8 - Langbroek, 1908-1949/8_731/8_731_0003.jpg",3574284,2026-03-02T13:03:21Z,,b938b2d52dc5ba6c139337512c3e27d1,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [3574282 2]],,5933,5170,8,731,"8 - Langbroek, 1908-1949/8_731/8_731_0003.jpg"
"8 - Langbroek, 1908-1949/8_731/8_731_0004.jpg",1622075,2026-03-02T13:03:21Z,,0c8afe34fcde17c16f9df878618d3e45,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [1622073 2]],,5929,5169,8,731,"8 - Langbroek, 1908-1949/8_731/8_731_0004.jpg"
"8 - Langbroek, 1908-1949/8_732/8_732_0001.jpg",1014760,2026-03-02T13:03:21Z,,5c725033fe7e4a585985f162e64219f8,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [1014758 2]],,2564,3611,8,732,"8 - Langbroek, 1908-1949/8_732/8_732_0001.jpg"
"8 - Langbroek, 1908-1949/8_732/8_732_0002.jpg",1505363,2026-03-02T13:03:21Z,,df392a8b4dcd1761a31fe9b087f75dae,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [1505361 2]],,4706,3231,8,732,"8 - Langbroek, 1908-1949/8_732/8_732_0002.jpg"
"8 - Langbroek, 1908-1949/8_732/8_732_0003.jpg",414347,2026-03-02T13:03:21Z,,0bdc850c22ccf720f17eb82bc42f4352,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [414345 2]],,2649,2129,8,732,"8 - Langbroek, 1908-1949/8_732/8_732_0003.jpg"
"8 - Langbroek, 1908-1949/8_732/8_732_0004.jpg",734874,2026-03-02T13:03:21Z,,852ec9d5c2cb5b62bf1b3a2e11127ff0,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [734872 2]],,2457,4003,8,732,"8 - Langbroek, 1908-1949/8_732/8_732_0004.jpg"
"8 - Langbroek, 1908-1949/8_733/8_733_0001.jpg",895439,2026-03-02T13:03:21Z,,3def6949d524b37a70f1d980781202cd,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [895437 2]],,2577,3602,8,733,"8 - Langbroek, 1908-1949/8_733/8_733_0001.jpg"
"8 - Langbroek, 1908-1949/8_733/8_733_0002.jpg",1014819,2026-03-02T13:03:21Z,,274cc010be7c6d3ce73e0e1884a56d9e,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [1014817 2]],,2608,3636,8,733,"8 - Langbroek, 1908-1949/8_733/8_733_0002.jpg"
"8 - Langbroek, 1908-1949/8_733/8_733_0003.jpg",784353,2026-03-02T13:03:21Z,,79ded428c720ac0a478d3695ca598464,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [784351 2]],,2599,3629,8,733,"8 - Langbroek, 1908-1949/8_733/8_733_0003.jpg"
"8 - Langbroek, 1908-1949/8_733/8_733_0004.jpg",421997,2026-03-02T13:03:21Z,,a4f03d54b7d14ed651e09a3d2900f987,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [421995 2]],,2689,1809,8,733,"8 - Langbroek, 1908-1949/8_733/8_733_0004.jpg"
"8 - Langbroek, 1908-1949/8_733/8_733_0005.jpg",3908985,2026-03-02T13:03:21Z,,b9a10ae583028356a845a26a95b5769b,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [3908983 2]],,8260,4326,8,733,"8 - Langbroek, 1908-1949/8_733/8_733_0005.jpg"
"8 - Langbroek, 1908-1949/8_734/8_734_0001.jpg",938077,2026-03-02T13:03:21Z,,0c3763b902d21989122093abf50e57d0,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [938075 2]],,2559,3580,8,734,"8 - Langbroek, 1908-1949/8_734/8_734_0001.jpg"
"8 - Langbroek, 1908-1949/8_734/8_734_0002.jpg",867614,2026-03-02T13:03:21Z,,80dd97bc8d432c37aad5fc8a2e094995,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [867612 2]],,2638,3236,8,734,"8 - Langbroek, 1908-1949/8_734/8_734_0002.jpg"
"8 - Langbroek, 1908-1949/8_734/8_734_0003.jpg",3933506,2026-03-02T13:03:21Z,,c09a504914aca9fb37a8cdf8a17ccae9,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [3933504 2]],,6273,4694,8,734,"8 - Langbroek, 1908-1949/8_734/8_734_0003.jpg"
"8 - Langbroek, 1908-1949/8_735/8_735_0001.jpg",8755588,2026-03-02T13:03:21Z,,7ece3b67ce507692087e706ebedb3219,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [8755586 2]],,10291,7171,8,735,"8 - Langbroek, 1908-1949/8_735/8_735_0001.jpg"
"8 - Langbroek, 1908-1949/8_735/8_735_0002.jpg",9016680,2026-03-02T13:03:21Z,,4f7367fef72301d48ff2f57ec90c8700,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [9016678 2]],,10635,7167,8,735,"8 - Langbroek, 1908-1949/8_735/8_735_0002.jpg"
"8 - Langbroek, 1908-1949/8_735/8_735_0003.jpg",529010,2026-03-02T13:03:21Z,,3ede9a7ee23ce25e6c53afe7e5b79db5,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [529008 2]],,2600,2060,8,735,"8 - Langbroek, 1908-1949/8_735/8_735_0003.jpg"
"8 - Langbroek, 1908-1949/8_735/8_735_0004.jpg",464415,2026-03-02T13:03:21Z,,ab78daa5323426b0cfbdc9f0979b8f0b,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [464413 2]],,2710,1780,8,735,"8 - Langbroek, 1908-1949/8_735/8_735_0004.jpg"
"8 - Langbroek, 1908-1949/8_736/8_736_0001.jpg",1051229,2026-03-02T13:03:21Z,,3ede0c91ebd367fde2617b2fed93d204,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [1051227 2]],,2587,3630,8,736,"8 - Langbroek, 1908-1949/8_736/8_736_0001.jpg"
"8 - Langbroek, 1908-1949/8_736/8_736_0002.jpg",715174,2026-03-02T13:03:21Z,,d806b28090b3fbae30c76713688635e2,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [715172 2]],,2770,3540,8,736,"8 - Langbroek, 1908-1949/8_736/8_736_0002.jpg"
"8 - Langbroek, 1908-1949/8_736/8_736_0003.jpg",1106016,2026-03-02T13:03:22Z,,fa9c7b63fc99dc988f7e5d0a13e9a445,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [1106014 2]],,2670,3380,8,736,"8 - Langbroek, 1908-1949/8_736/8_736_0003.jpg"
"8 - Langbroek, 1908-1949/8_736/8_736_0004.jpg",2612599,2026-03-02T13:03:22Z,,e38a078ae5acce9fcc35ae8661c1a4a3,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [2612597 2]],,8426,4293,8,736,"8 - Langbroek, 1908-1949/8_736/8_736_0004.jpg"
"8 - Langbroek, 1908-1949/8_736/8_736_0005.jpg",1957825,2026-03-02T13:03:22Z,,929024354be57c1f6221882e6025e634,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [1957823 2]],,8424,4299,8,736,"8 - Langbroek, 1908-1949/8_736/8_736_0005.jpg"
"8 - Langbroek, 1908-1949/8_737/8_737_0001.jpg",885984,2026-03-02T13:03:22Z,,f8e1c0e66688443d8c7dbd43dbaace3e,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [885982 2]],,2580,3610,8,737,"8 - Langbroek, 1908-1949/8_737/8_737_0001.jpg"
"8 - Langbroek, 1908-1949/8_737/8_737_0002.jpg",655791,2026-03-02T13:03:22Z,,24ad38be0f520aabab668cf9d62ad969,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [655789 2]],,2777,3404,8,737,"8 - Langbroek, 1908-1949/8_737/8_737_0002.jpg"
"8 - Langbroek, 1908-1949/8_737/8_737_0003.jpg",10665165,2026-03-02T13:03:22Z,,c4d4709cb2bc72df5db8d4e27162fc48,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [10665163 2]],,9522,7070,8,737,"8 - Langbroek, 1908-1949/8_737/8_737_0003.jpg"
"8 - Langbroek, 1908-1949/8_738/8_738_0001.jpg",873196,2026-03-02T13:03:22Z,,d7e723efa4dc44f64099d481fd6fe5bc,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [873194 2]],,2589,3599,8,738,"8 - Langbroek, 1908-1949/8_738/8_738_0001.jpg"
"8 - Langbroek, 1908-1949/8_738/8_738_0002.jpg",650796,2026-03-02T13:03:22Z,,7d6397013aa23e6c883164bd02b7a8b7,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [650794 2]],,2689,3389,8,738,"8 - Langbroek, 1908-1949/8_738/8_738_0002.jpg"
"8 - Langbroek, 1908-1949/8_738/8_738_0003.jpg",3431644,2026-03-02T13:03:22Z,,a087db5891c09d86a8beb0b2723c3dd8,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [3431642 2]],,7014,4567,8,738,"8 - Langbroek, 1908-1949/8_738/8_738_0003.jpg"
"8 - Langbroek, 1908-1949/8_738/8_738_0004.jpg",1384984,2026-03-02T13:03:22Z,,01bea8c03e158db6844827d821df7dd7,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [1384982 2]],,7005,4567,8,738,"8 - Langbroek, 1908-1949/8_738/8_738_0004.jpg"
"8 - Langbroek, 1908-1949/8_739/8_739_0001.jpg",857359,2026-03-02T13:03:22Z,,1525fef2a595e97c27cead05515556f3,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [857357 2]],,2593,3648,8,739,"8 - Langbroek, 1908-1949/8_739/8_739_0001.jpg"
"8 - Langbroek, 1908-1949/8_739/8_739_0002.jpg",773784,2026-03-02T13:03:22Z,,af37c0806df9450eddf724d83c218dbc,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [773782 2]],,2608,3184,8,739,"8 - Langbroek, 1908-1949/8_739/8_739_0002.jpg"
"8 - Langbroek, 1908-1949/8_739/8_739_0003.jpg",710653,2026-03-02T13:03:22Z,,4d451ae90a7f582ef2bb4d3fb147aecf,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [710651 2]],,2664,3411,8,739,"8 - Langbroek, 1908-1949/8_739/8_739_0003.jpg"
"8 - Langbroek, 1908-1949/8_739/8_739_0004.jpg",4738439,2026-03-02T13:03:22Z,,dcfc76889e2512387fe00bc2e3aa726d,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [4738437 2]],,7413,4940,8,739,"8 - Langbroek, 1908-1949/8_739/8_739_0004.jpg"
"8 - Langbroek, 1908-1949/8_739/8_739_0005.jpg",1622776,2026-03-02T13:03:22Z,,1a32c5c9a950a4301c6b476b95a7be92,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [1622774 2]],,7410,4931,8,739,"8 - Langbroek, 1908-1949/8_739/8_739_0005.jpg"
"8 - Langbroek, 1908-1949/8_740/8_740_0001.jpg",406947,2026-03-02T13:03:22Z,,ad094034d8655a5f084ed0478b30c821,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [406945 2]],,2689,1739,8,740,"8 - Langbroek, 1908-1949/8_740/8_740_0001.jpg"
"8 - Langbroek, 1908-1949/8_740/8_740_0002.jpg",845032,2026-03-02T13:03:22Z,,6546bac99ecd3ba7917348e363351f09,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [845030 2]],,2591,3622,8,740,"8 - Langbroek, 1908-1949/8_740/8_740_0002.jpg"
"8 - Langbroek, 1908-1949/8_740/8_740_0003.jpg",2086365,2026-03-02T13:03:22Z,,f53147a840f3986bb7bf45c1a542c1cc,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [2086363 2]],,7761,3889,8,740,"8 - Langbroek, 1908-1949/8_740/8_740_0003.jpg"
"8 - Langbroek, 1908-1949/8_740/8_740_0004.jpg",1974546,2026-03-02T13:03:22Z,,a46b24a635afc4ee7ac8d74cc9ec0736,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [1974544 2]],,3889,7760,8,740,"8 - Langbroek, 1908-1949/8_740/8_740_0004.jpg"
"8 - Langbroek, 1908-1949/8_740/8_740_0005.jpg",3133576,2026-03-02T13:03:22Z,,70fd0adbbb44262d28fe31faf868b853,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [3133574 2]],,8671,3761,8,740,"8 - Langbroek, 1908-1949/8_740/8_740_0005.jpg"
"8 - Langbroek, 1908-1949/8_740/8_740_0006.jpg",2045977,2026-03-02T13:03:22Z,,3b2c956e2ca1bffef718fb05a421539f,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [2045975 2]],,8669,3753,8,740,"8 - Langbroek, 1908-1949/8_740/8_740_0006.jpg"
"8 - Langbroek, 1908-1949/8_741/8_741_0001.jpg",943751,2026-03-02T13:03:22Z,,0ecd79ffc5eed01c3edb43ac4e2f36c0,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [943749 2]],,2576,3586,8,741,"8 - Langbroek, 1908-1949/8_741/8_741_0001.jpg"
"8 - Langbroek, 1908-1949/8_741/8_741_0002.jpg",994877,2026-03-02T13:03:22Z,,8fe2e7afdecd9592937284819f03b5a1,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [994875 2]],,2509,3579,8,741,"8 - Langbroek, 1908-1949/8_741/8_741_0002.jpg"
"8 - Langbroek, 1908-1949/8_741/8_741_0003.jpg",4014846,2026-03-02T13:03:22Z,,f95f86002a01bed1723fcb0b1ba8416d,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [4014844 2]],,6469,4639,8,741,"8 - Langbroek, 1908-1949/8_741/8_741_0003.jpg"
"8 - Langbroek, 1908-1949/8_742/8_742_0001.jpg",7496713,2026-03-02T13:03:22Z,,132a47f709ec87e3a1246d76d0740d78,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [7496711 2]],,9726,5821,8,742,"8 - Langbroek, 1908-1949/8_742/8_742_0001.jpg"
"8 - Langbroek, 1908-1949/8_742/8_742_0002.jpg",2245858,2026-03-02T13:03:22Z,,f6dc80b2b29cdac82ad12655ddbbb221,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [2245856 2]],,9716,5822,8,742,"8 - Langbroek, 1908-1949/8_742/8_742_0002.jpg"
"8 - Langbroek, 1908-1949/8_742/8_742_0003.jpg",778021,2026-03-02T13:03:22Z,,a1fb27004926995c3ed766835188f772,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [778019 2]],,2237,2530,8,742,"8 - Langbroek, 1908-1949/8_742/8_742_0003.jpg"
"8 - Langbroek, 1908-1949/8_742/8_742_0004.jpg",905272,2026-03-02T13:03:22Z,,164eb3c2fbd47337adb7ec7c54374126,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [905270 2]],,2545,3600,8,742,"8 - Langbroek, 1908-1949/8_742/8_742_0004.jpg"
"8 - Langbroek, 1908-1949/8_742/8_742_0005.jpg",939341,2026-03-02T13:03:22Z,,38e80a57d296888d3df3b1f65f85a4ac,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [939339 2]],,2562,3594,8,742,"8 - Langbroek, 1908-1949/8_742/8_742_0005.jpg"
"8 - Langbroek, 1908-1949/8_742/8_742_0006.jpg",881645,2026-03-02T13:03:22Z,,dc3f65b623d3ac39e3d13f364f87bab2,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [881643 2]],,2468,4044,8,742,"8 - Langbroek, 1908-1949/8_742/8_742_0006.jpg"
"8 - Langbroek, 1908-1949/8_743/8_743_0001.jpg",938566,2026-03-02T13:03:22Z,,ccb56c9ef080ec469ed8ee9e38b0b3d0,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [938564 2]],,2568,3593,8,743,"8 - Langbroek, 1908-1949/8_743/8_743_0001.jpg"
"8 - Langbroek, 1908-1949/8_743/8_743_0002.jpg",788524,2026-03-02T13:03:22Z,,96fedfe7751adabaef191b73572de10f,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [788522 2]],,2590,3200,8,743,"8 - Langbroek, 1908-1949/8_743/8_743_0002.jpg"
"8 - Langbroek, 1908-1949/8_743/8_743_0003.jpg",1207633,2026-03-02T13:03:22Z,,7a49ee82b4be0e46dc315ac1ec51b30e,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [1207631 2]],,2590,3600,8,743,"8 - Langbroek, 1908-1949/8_743/8_743_0003.jpg"
"8 - Langbroek, 1908-1949/8_743/8_743_0004.jpg",882466,2026-03-02T13:03:22Z,,62f0c2a663bf98c9f387bec02f8a85ee,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [882464 2]],,2593,3608,8,743,"8 - Langbroek, 1908-1949/8_743/8_743_0004.jpg"
"8 - Langbroek, 1908-1949/8_743/8_743_0005.jpg",3845316,2026-03-02T13:03:23Z,,3a020b04c29a5b14c07326e214d86ab6,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [3845314 2]],,5749,4359,8,743,"8 - Langbroek, 1908-1949/8_743/8_743_0005.jpg"
"8 - Langbroek, 1908-1949/8_744/8_744_0001.jpg",869369,2026-03-02T13:03:23Z,,5332ce6549a5e7233b3cdb1c5bcfc56e,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [869367 2]],,2554,3598,8,744,"8 - Langbroek, 1908-1949/8_744/8_744_0001.jpg"
"8 - Langbroek, 1908-1949/8_744/8_744_0002.jpg",681560,2026-03-02T13:03:23Z,,f06921669e6009d0c112b7d2b7840b1d,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [681558 2]],,2585,3242,8,744,"8 - Langbroek, 1908-1949/8_744/8_744_0002.jpg"
"8 - Langbroek, 1908-1949/8_744/8_744_0003.jpg",1074957,2026-03-02T13:03:23Z,,ff0c8c283756fe90e07a70b1951057ad,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [1074955 2]],,4227,3406,8,744,"8 - Langbroek, 1908-1949/8_744/8_744_0003.jpg"
"8 - Langbroek, 1908-1949/8_745/8_745_0001.jpg",1037731,2026-03-02T13:03:23Z,,7e7d9d1d8a2d1c0337eb3f4c8193390c,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [1037729 2]],,2569,3584,8,745,"8 - Langbroek, 1908-1949/8_745/8_745_0001.jpg"
"8 - Langbroek, 1908-1949/8_745/8_745_0002.jpg",2586235,2026-03-02T13:03:23Z,,33da6296ec4a7d569edbc2047f597579,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [2586233 2]],,4984,4184,8,745,"8 - Langbroek, 1908-1949/8_745/8_745_0002.jpg"
"8 - Langbroek, 1908-1949/8_745/8_745_0003.jpg",2806010,2026-03-02T13:03:23Z,,963182f05db22abec5d6efca7b5110f6,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [2806008 2]],,4967,4074,8,745,"8 - Langbroek, 1908-1949/8_745/8_745_0003.jpg"
"8 - Langbroek, 1908-1949/8_745/8_745_0004.jpg",841947,2026-03-02T13:03:23Z,,df05ee47a1a36bcb7d95698259ee8b25,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [841945 2]],,2531,3142,8,745,"8 - Langbroek, 1908-1949/8_745/8_745_0004.jpg"
"8 - Langbroek, 1908-1949/8_745/8_745_0005.jpg",713394,2026-03-02T13:03:23Z,,c66692644dd6988ed43d46bf2169c404,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [713392 2]],,2542,3571,8,745,"8 - Langbroek, 1908-1949/8_745/8_745_0005.jpg"
"8 - Langbroek, 1908-1949/8_746/8_746_0001.jpg",965182,2026-03-02T13:03:23Z,,ffbabda4ad1448738419ec97eafda9c0,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [965180 2]],,2549,3579,8,746,"8 - Langbroek, 1908-1949/8_746/8_746_0001.jpg"
